Name,Stars,Rewatch,Review
alansmythee,★★★★★,Watched,there is a mome💥
bialimaeu,★★★★★,Watched,"surreal, apenas surreal."
aguztina__,★★★★★,Watched,que acabo de veresta película es impresionante no puedo creer lo bien que está hechaestoy fascinada
brandonb17,★★★½,Watched,"In no way is this a bad movie, I simply cannot fully understand/comprehend the smart stuff that is happening. After watching all that stem knowledge that Anne Hathaway and Matthew Mcconaughey were putting to good use for 3 hours, my brain is kinda mush.The story is deeply emotional and beautifully showcased, the graphics are dope, and I get why this is iconic!Could've been a little shorter though lmao"
ayuleofarma,★★★★★,Watched,Leo: Melhor filme que já vi na vida. Trilha sonora especial em todos os sentidos. Cuidado com os detalhes e teorias da física que usaram no filme. Simplesmente uma obra de arte.Ayumi: é tudo isso o que o Léo Farma disse mesmo. Passou quase três horas de filme e não sinto que foi entediante.
tatatarcisio,★★★★★,Watched,Meu Deus
andersonvsz,★★★★★,Watched,"assisti quando tinha 10 anos e hoje com 20 to assistindo de novo, e quando o filme acabou passei uns bons minutos imóvel, ainda tô!acho que na medida que o tempo for passando esse filme vai fazer cada vez mais sentido porque hoje com certeza faz mais sentido do que fez 10 anos atrás!!|não sei se consigo querer uma continuação mas tenho certeza que um flashback de quando o Cooper encontrou a Brand seria magnífico pra fechar essa história, fica pra imaginação!obra de arte atemporal⭐️⭐️⭐️⭐️⭐️"
exe_ord66,★★★★★,Watched,How could there possibly be one of the most gut wrenching scenes where Cooper sees all the messages his family left right in the middle of a film.
vicmeffe,★★★★½,Watched,oh stanley kubrick the influence you have31/100
theosics,★★★★★,Watched,i gotta stop lyin to myself this shit is a 5 start movie
jacbar,★★★★★,Watched,"PSA SPOILERS!!!!!!!!!once again 5 out of 5 stars.I cried 3 times, once when jessica chastain says shes the same age as matthew mcconaughey on the video diary.second when ann hathaway and matt mcconaughey separate ships & ann is so sad and yells at matt.third when matt mcconaughey says bye bye to jessica chastain at the end of the film, she says ‘no parent should ever have to see their child die’ - SAD!!!!"
ellerobbie,★★★★★,Watched,The scenery is so surreal! This is one of the few films that kept my entire attention throughout. The plot was confusing at first but the ending tied everything together and all of a sudden it made so much sense. This film was literally life changing.
po556,★★★★★,Watched,"My “masterpieces” list is defined as for films that make me move closer to the screen and go “HOLLLLLLLLY CRAP.” This movie made me go closer to the screen over. And over. And over again. And go “HOLLLLLY SHITTTTTT!”Christopher Nolan KNOWS how to make you FEEL SOMETHING. This movie is incredible. By no means is it perfect—it starts slow, but the story weaves together really nicely in the end. And it’s thrilling. It’s more thrilling than any spy movie or action…"
katsurvgi,★★★★★,Watched,might as well end it all
brianhill1994,★★★★★,Watched,The sound design is absolutely mint. This film made me feel things I haven’t felt in years.
morpha123,★★★★★,Watched,"This review may contain spoilers.I can handle the truth.This movie is a complete masterpiece. I genuinely have no idea how Christopher Nolan wrote this. Everything is connected so beautifully. This is a 3 hour movie that felt like 30 minutes for me, and it was one of the best 30 minutes I have ever experienced. This masterpiece manages to really make you feel like you just experienced the 85 year journey that everyone in the film did. At the beginning of the film, in Murph’s bedroom. Cooper says…"
euenzo,★★★★★,Watched,"Prr 10 d++. Fodasticamente fd o filme é sencional, mt doido doidera pura mas mt bom pprt."
shunloll,★★★★★,Watched,"tive uma crise existencial, aprovadíssimo 👍"
sarahhdmi,★★★,Watched,"am dormit super bine, dar asa un pic de bun gust, cat sa imi fac o idee, am prins.ba eu cand zic ca omu asta face aceleasi personaje de tip barbat neinteles si superrr bomba de destept, doar ca le baga in universuri diferite si in alte corpuri, ii urasc pe toti in mod egal, dar ii ies bine lui chris😅😅 ZIC BINEok dar putem sa fim de acord ca you’d hate that man as a dad"
yegorbuga,★★★★★,Watched,Awesome
bendavidharvey,★★★★★,Watched,greatest movie ever
ayeemsee,★★★★★,Watched,No film moves me more than Interstellar. A masterpiece at all levels I still consider Interstellar the best movie ever made.100/100
kxnnvy,★★★★★,Watched,"This very well might be the greatest film i’ll ever see in my lifetime. From start to finish, from the music to the acting to the visuals, this was an absolute masterpiece."
anvisz,★★★★,Watched,absolutely INSANE. a bit too long though but i mean i get it cause it's a complicated story but idk
cpaes,★★★★★,Watched,Filmaço
alematic,★★★★★,Watched,me voló la mente fue como wow realmente conecté los hilos
cuiaba,★★★★★,Watched,Eu não duvido nada que o Nolan gravou isso no espaço ou em outro planeta. O cara é outro patamar!!!!!
bussyblaster,★★★★★,Watched,"It was amazing, but let's be honest... I could do everything they did. I'm sure of it..."
notbernardo0,★★★★★,Watched,ABSOLUTE CINEMA
bigballersel,★★★★★,Watched,brilliant amazing heart breaking and i sob every single time
schollerboats,★★★★★,Watched,Words cannot describe my love and admiration for this movie.
l_botting,★★★★★,Watched,"Seeing one of myfavouritefilms in cinema was honestly such a delight. Every time I rewatch Interstellar I manage to identify different aspects and moments in the film which I previously hadn’t noticed.This time, I understood why and how Millers planet had the gigantic waves ‘pass’ through each hour. Being so close to the blackhole, the planet was essentially tidal locked due to the immerse gravitational force of the BH. The wave wasn’t flowing around the planet, rather…"
abs1the,★★★,Watched,non
thugwafflle,★★★★★,Watched,there are seriously no words to describe just how perfect this movie is. it is an absolutely beautiful work of art. i think this was one of the movies that really ignited my interest in films. i think literally everybody should watch this movie
rodzz,★★★★½,Watched,"Com grande inspiração em 2001, uma odisseia no espaço, essa é uma das melhoras ficções científicas da história. O que faz esse filme estar nesse patamar é a genialidade do nolan na construção das cenas sem efeitos especiais e nas situações que ele bota os personagens que fascinam o espectador. Além disso temos a melhor atuação da carreira do Matthew McConaughey, ele entregou tudo na cena que ele vê as mensagens dos filhos. Esse filme é uma obra prima que eu vou continuar revendo e revendo pra sempre."
taylorindex,★★★★,Watched,mods can we ban all crying emotes in the chat please
camg8,★★★★★,Watched,I don’t think any movie will ever top this one for me. Love this shit
felisunlight,★★★★★,Watched,"I want to be in a black hole ass well, just saying…"
jenben719,★★★½,Watched,"I have three separate one-liner reviews for this so instead of choosing I’m just putting all of them:1. This was the second most stressful experience of my life2. I love being right about things3. Stop sending Matt Damon to space, he clearly can’t handle it"
nevlethehater,★★★★½,Watched,Gave me an existential crisis and a bad panic attack but boy was it worth it. This movie is definitely a classic and is NOT to be watched without full concentration.
marcimee_,★★★★★,Watched,No way I started crying several times throughout this movie (insane soundtrack as well omg)
jonathantk,★★★★½,Watched,One of the best-looking movies ever made
emzhao3,★★★★,Watched,that time renesme saved humanity
guixxl,★★★★½,Watched,"Um filme grande e consistente, me causou uma crise existencial enorme depois de ver ele, eu realmente não sei descrever em palavras oque eu senti depois de ter visto, prescisei de alguns minutos pra refletir sobre a vida depois que acabei ele e conseguir trazer a review para o Letterboxd, simplesmente perfeito."
malejuana,★★★★★,Watched,Peliculooooooooon
sushibburitto,★★★★½,Watched,"This review may contain spoilers.I can handle the truth.I wasn’t expecting it to end like that, but I should expect anything when it comes to Christopher Nolan. I really wished they showed Cooper finding Brand in the end, but I guess that’s the beauty of it. (and that part really made me sob 😭)"
arianam23,★★★★★,Watched,"Una maldita obra de arte, nada más que añadir."
valencorbe,★★★★★,Watched,Sublime.
jobonsmovies,★★★★★,Watched,"absolutely beautiful. amazing cinematography and just absolutely stunning momentsbeing a space nerd when I was younger, allot of the space concepts were super cool to see incorporated into a movie.RIP to my dawgs they ain't even do anything and fuck his son and fuck dr Mannshoutout to my dawg TARSonly thing stopping this from being a 5+/5 is the weird ending of being in the tessract and him kind of just floating in space for x amount of years after a ungodly amount of time has past."
